CONTENT,CLASS,content_lower,content_lower_rn,content_tokenized,content_filter,content_normalized,content_stopwords,content_stemm,content_clean
"Hey everyone, I&#39;m Dakoda Bigelow.  I&#39;m a 17 year old singer, rapper and producer.  I&#39;ve gained over 490,000 views so far but I really need more views, likes and subscribers in order to make it.  Check out my brand new music video for my song So Gone!  Also check out my new song called Deaf.  A few moments of your time would be greatly appreciated and you won&#39;t regret it :)  Please thumbs this up so more people can see it!  Thanks for the support.",1,"hey everyone, i&#39;m dakoda bigelow.  i&#39;m a 17 year old singer, rapper and producer.  i&#39;ve gained over 490,000 views so far but i really need more views, likes and subscribers in order to make it.  check out my brand new music video for my song so gone!  also check out my new song called deaf.  a few moments of your time would be greatly appreciated and you won&#39;t regret it :)  please thumbs this up so more people can see it!  thanks for the support.",hey everyone i'm dakoda bigelow i'm a numeric year old singer rapper and producer i've gained over numeric views so far but i really need more views likes and subscribers in order to make it check out my brand new music video for my song so gone also check out my new song called deaf a few moments of your time would be greatly appreciated and you won't regret it please thumbs this up so more people can see it thanks for the support :),"['hey', 'everyone', 'i', ""'m"", 'dakoda', 'bigelow', 'i', ""'m"", 'a', 'numeric', 'year', 'old', 'singer', 'rapper', 'and', 'producer', 'i', ""'ve"", 'gained', 'over', 'numeric', 'views', 'so', 'far', 'but', 'i', 'really', 'need', 'more', 'views', 'likes', 'and', 'subscribers', 'in', 'order', 'to', 'make', 'it', 'check', 'out', 'my', 'brand', 'new', 'music', 'video', 'for', 'my', 'song', 'so', 'gone', 'also', 'check', 'out', 'my', 'new', 'song', 'called', 'deaf', 'a', 'few', 'moments', 'of', 'your', 'time', 'would', 'be', 'greatly', 'appreciated', 'and', 'you', 'wo', ""n't"", 'regret', 'it', 'please', 'thumbs', 'this', 'up', 'so', 'more', 'people', 'can', 'see', 'it', 'thanks', 'for', 'the', 'support', ':', ')']","['hey', 'everyone', 'i', 'dakoda', 'bigelow', 'i', 'a', 'numeric', 'year', 'old', 'singer', 'rapper', 'and', 'producer', 'i', ""'ve"", 'gained', 'over', 'numeric', 'views', 'so', 'far', 'but', 'i', 'really', 'need', 'more', 'views', 'likes', 'and', 'subscribers', 'in', 'order', 'to', 'make', 'it', 'check', 'out', 'my', 'brand', 'new', 'music', 'video', 'for', 'my', 'song', 'so', 'gone', 'also', 'check', 'out', 'my', 'new', 'song', 'called', 'deaf', 'a', 'few', 'moments', 'of', 'your', 'time', 'would', 'be', 'greatly', 'appreciated', 'and', 'you', ""n't"", 'regret', 'it', 'please', 'thumbs', 'this', 'up', 'so', 'more', 'people', 'can', 'see', 'it', 'thanks', 'for', 'the', 'support']","['hello', 'everyone', 'i', 'dakoda', 'bigelow', 'i', 'a', 'numeric', 'year', 'old', 'singer', 'rapper', 'and', 'producer', 'i', 'have', 'gained', 'over', 'numeric', 'views', 'so', 'far', 'but', 'i', 'really', 'need', 'more', 'views', 'likes', 'and', 'subscribers', 'in', 'order', 'to', 'make', 'it', 'check', 'out', 'my', 'brand', 'new', 'music', 'video', 'for', 'my', 'song', 'so', 'gone', 'also', 'check', 'out', 'my', 'new', 'song', 'called', 'deaf', 'a', 'few', 'moments', 'of', 'your', 'time', 'would', 'be', 'greatly', 'appreciated', 'and', 'you', 'not', 'regret', 'it', 'please', 'thumbs', 'this', 'up', 'so', 'more', 'people', 'can', 'see', 'it', 'thanks', 'for', 'the', 'support']","['hello', 'everyone', 'dakoda', 'bigelow', 'numeric', 'year', 'old', 'singer', 'rapper', 'producer', 'gained', 'numeric', 'views', 'far', 'really', 'need', 'views', 'likes', 'subscribers', 'order', 'make', 'check', 'brand', 'new', 'music', 'video', 'song', 'gone', 'also', 'check', 'new', 'song', 'called', 'deaf', 'moments', 'time', 'would', 'greatly', 'appreciated', 'regret', 'please', 'thumbs', 'people', 'see', 'thanks', 'support']","['hello', 'everyon', 'dakoda', 'bigelow', 'numer', 'year', 'old', 'singer', 'rapper', 'produc', 'gain', 'numer', 'view', 'far', 'realli', 'need', 'view', 'like', 'subscrib', 'order', 'make', 'check', 'brand', 'new', 'music', 'video', 'song', 'gone', 'also', 'check', 'new', 'song', 'call', 'deaf', 'moment', 'time', 'would', 'great', 'appreci', 'regret', 'pleas', 'thumb', 'peopl', 'see', 'thank', 'support']","['hello', 'everyon', 'dakoda', 'bigelow', 'numer', 'year', 'old', 'singer', 'rapper', 'produc', 'gain', 'numer', 'view', 'far', 'realli', 'need', 'view', 'like', 'subscrib', 'order', 'make', 'check', 'brand', 'new', 'music', 'video', 'song', 'gone', 'also', 'check', 'new', 'song', 'call', 'deaf', 'moment', 'time', 'would', 'great', 'appreci', 'regret', 'pleas', 'thumb', 'peopl', 'see', 'thank', 'support']"
#2015 FUCK YEAH﻿,0,#2015 fuck yeah﻿,numeric fuck yeah,"['numeric', 'fuck', 'yeah']","['numeric', 'fuck', 'yeah']","['numeric', 'fuck', 'yeah']","['numeric', 'fuck', 'yeah']","['numer', 'fuck', 'yeah']","['numer', 'fuck', 'yeah']"
eminem is a ginius stop!﻿,0,eminem is a ginius stop!﻿,eminem is a ginius stop,"['eminem', 'is', 'a', 'ginius', 'stop']","['eminem', 'is', 'a', 'ginius', 'stop']","['eminem', 'is', 'a', 'ginius', 'stop']","['eminem', 'ginius', 'stop']","['eminem', 'ginius', 'stop']","['eminem', 'ginius', 'stop']"
The rap: cool     Rihanna: STTUUPID﻿,0,the rap: cool     rihanna: sttuupid﻿,the rap cool rihanna sttuupid,"['the', 'rap', 'cool', 'rihanna', 'sttuupid']","['the', 'rap', 'cool', 'rihanna', 'sttuupid']","['the', 'rap', 'cool', 'rihanna', 'stupid']","['rap', 'cool', 'rihanna', 'stupid']","['rap', 'cool', 'rihanna', 'stupid']","['rap', 'cool', 'rihanna', 'stupid']"
Just gonna stand there and hear me cry ..﻿,0,just gonna stand there and hear me cry ..﻿,just gonna stand there and hear me cry,"['just', 'gon', 'na', 'stand', 'there', 'and', 'hear', 'me', 'cry']","['just', 'gon', 'stand', 'there', 'and', 'hear', 'me', 'cry']","['just', 'gon', 'stand', 'there', 'and', 'hear', 'me', 'cry']","['gon', 'stand', 'hear', 'cry']","['gon', 'stand', 'hear', 'cri']","['gon', 'stand', 'hear', 'cri']"
Love﻿,0,love﻿,love,['love'],['love'],['love'],['love'],['love'],['love']
Feels and emotions in this song...God damn﻿,0,feels and emotions in this song...god damn﻿,feels and emotions in this song god damn,"['feels', 'and', 'emotions', 'in', 'this', 'song', 'god', 'damn']","['feels', 'and', 'emotions', 'in', 'this', 'song', 'god', 'damn']","['feels', 'and', 'emotions', 'in', 'this', 'song', 'god', 'damn']","['feels', 'emotions', 'song', 'god', 'damn']","['feel', 'emot', 'song', 'god', 'damn']","['feel', 'emot', 'song', 'god', 'damn']"
all u should go check out j rants vi about eminem,1,all u should go check out j rants vi about eminem,all u should go check out j rants vi about eminem,"['all', 'u', 'should', 'go', 'check', 'out', 'j', 'rants', 'vi', 'about', 'eminem']","['all', 'should', 'go', 'check', 'out', 'rants', 'about', 'eminem']","['all', 'should', 'go', 'check', 'out', 'rants', 'about', 'eminem']","['go', 'check', 'rants', 'eminem']","['go', 'check', 'rant', 'eminem']","['go', 'check', 'rant', 'eminem']"
MEGAN FOX AND EMINEM TOGETHER IN A VIDEO  DOESNT GET BETTER THAN THAT﻿,0,megan fox and eminem together in a video  doesnt get better than that﻿,megan fox and eminem together in a video doesnt get better than that,"['megan', 'fox', 'and', 'eminem', 'together', 'in', 'a', 'video', 'doesnt', 'get', 'better', 'than', 'that']","['megan', 'fox', 'and', 'eminem', 'together', 'in', 'a', 'video', 'doesnt', 'get', 'better', 'than', 'that']","['megan', 'fox', 'and', 'eminem', 'together', 'in', 'a', 'video', 'does not', 'get', 'better', 'than', 'that']","['megan', 'fox', 'eminem', 'together', 'video', 'does not', 'get', 'better']","['megan', 'fox', 'eminem', 'togeth', 'video', 'does not', 'get', 'better']","['megan', 'fox', 'eminem', 'togeth', 'video', 'does not', 'get', 'better']"
"Check out this video on YouTube: <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Eminem"">#Eminem</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Lovethewayyoulie"">#Lovethewayyoulie</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23RapGod"">#RapGod</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23King"">#King</a> ﻿",1,"check out this video on youtube: <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23eminem"">#eminem</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23lovethewayyoulie"">#lovethewayyoulie</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23rapgod"">#rapgod</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23king"">#king</a> ﻿",check out this video on youtube eminem lovethewayyoulie rapgod king,"['check', 'out', 'this', 'video', 'on', 'youtube', 'eminem', 'lovethewayyoulie', 'rapgod', 'king']","['check', 'out', 'this', 'video', 'on', 'youtube', 'eminem', 'lovethewayyoulie', 'rapgod', 'king']","['check', 'out', 'this', 'video', 'on', 'youtube', 'eminem', 'love', 'rapgod', 'king']","['check', 'video', 'youtube', 'eminem', 'love', 'rapgod', 'king']","['check', 'video', 'youtub', 'eminem', 'love', 'rapgod', 'king']","['check', 'video', 'youtub', 'eminem', 'love', 'rapgod', 'king']"
"yo I know nobody will probably even read this..  But I’m gonna type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You",1,"yo i know nobody will probably even read this..  but i’m gonna type it any way because i hope at least one person will  i&#39;m a rapper with a dream. i know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  i would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;thumbs up&quot; other people will see it  just a simple button press? could make my dream come true =) thank you",yo i know nobody will probably even read this but i m gonna type it any way because i hope at least one person will i'm a rapper with a dream i know there's like numeric of those in this world but please check out my music and subscribe if you want thanks i would love nothing more than to have a decent following on youtube if anyone reading this could press the thumbs up other people will see it just a simple button press could make my dream come true thank you =),"['yo', 'i', 'know', 'nobody', 'will', 'probably', 'even', 'read', 'this', 'but', 'i', 'm', 'gon', 'na', 'type', 'it', 'any', 'way', 'because', 'i', 'hope', 'at', 'least', 'one', 'person', 'will', 'i', ""'m"", 'a', 'rapper', 'with', 'a', 'dream', 'i', 'know', 'there', ""'s"", 'like', 'numeric', 'of', 'those', 'in', 'this', 'world', 'but', 'please', 'check', 'out', 'my', 'music', 'and', 'subscribe', 'if', 'you', 'want', 'thanks', 'i', 'would', 'love', 'nothing', 'more', 'than', 'to', 'have', 'a', 'decent', 'following', 'on', 'youtube', 'if', 'anyone', 'reading', 'this', 'could', 'press', 'the', 'thumbs', 'up', 'other', 'people', 'will', 'see', 'it', 'just', 'a', 'simple', 'button', 'press', 'could', 'make', 'my', 'dream', 'come', 'true', 'thank', 'you', '=', ')']","['i', 'know', 'nobody', 'will', 'probably', 'even', 'read', 'this', 'but', 'i', 'gon', 'type', 'it', 'any', 'way', 'because', 'i', 'hope', 'at', 'least', 'one', 'person', 'will', 'i', 'a', 'rapper', 'with', 'a', 'dream', 'i', 'know', 'there', 'like', 'numeric', 'of', 'those', 'in', 'this', 'world', 'but', 'please', 'check', 'out', 'my', 'music', 'and', 'subscribe', 'if', 'you', 'want', 'thanks', 'i', 'would', 'love', 'nothing', 'more', 'than', 'to', 'have', 'a', 'decent', 'following', 'on', 'youtube', 'if', 'anyone', 'reading', 'this', 'could', 'press', 'the', 'thumbs', 'up', 'other', 'people', 'will', 'see', 'it', 'just', 'a', 'simple', 'button', 'press', 'could', 'make', 'my', 'dream', 'come', 'true', 'thank', 'you']","['i', 'know', 'nobody', 'will', 'probably', 'even', 'read', 'this', 'but', 'i', 'gon', 'type', 'it', 'any', 'way', 'because', 'i', 'hope', 'at', 'least', 'one', 'person', 'will', 'i', 'a', 'rapper', 'with', 'a', 'dream', 'i', 'know', 'there', 'like', 'numeric', 'of', 'those', 'in', 'this', 'world', 'but', 'please', 'check', 'out', 'my', 'music', 'and', 'subscribe', 'if', 'you', 'want', 'thanks', 'i', 'would', 'love', 'nothing', 'more', 'than', 'to', 'have', 'a', 'decent', 'following', 'on', 'youtube', 'if', 'anyone', 'reading', 'this', 'could', 'press', 'the', 'thumbs', 'up', 'other', 'people', 'will', 'see', 'it', 'just', 'a', 'simple', 'button', 'press', 'could', 'make', 'my', 'dream', 'come', 'true', 'thank', 'you']","['know', 'nobody', 'probably', 'even', 'read', 'gon', 'type', 'way', 'hope', 'least', 'one', 'person', 'rapper', 'dream', 'know', 'like', 'numeric', 'world', 'please', 'check', 'music', 'subscribe', 'want', 'thanks', 'would', 'love', 'nothing', 'decent', 'following', 'youtube', 'anyone', 'reading', 'could', 'press', 'thumbs', 'people', 'see', 'simple', 'button', 'press', 'could', 'make', 'dream', 'come', 'true', 'thank']","['know', 'nobodi', 'probabl', 'even', 'read', 'gon', 'type', 'way', 'hope', 'least', 'one', 'person', 'rapper', 'dream', 'know', 'like', 'numer', 'world', 'pleas', 'check', 'music', 'subscrib', 'want', 'thank', 'would', 'love', 'noth', 'decent', 'follow', 'youtub', 'anyon', 'read', 'could', 'press', 'thumb', 'peopl', 'see', 'simpl', 'button', 'press', 'could', 'make', 'dream', 'come', 'true', 'thank']","['know', 'nobodi', 'probabl', 'even', 'read', 'gon', 'type', 'way', 'hope', 'least', 'one', 'person', 'rapper', 'dream', 'know', 'like', 'numer', 'world', 'pleas', 'check', 'music', 'subscrib', 'want', 'thank', 'would', 'love', 'noth', 'decent', 'follow', 'youtub', 'anyon', 'read', 'could', 'press', 'thumb', 'peopl', 'see', 'simpl', 'button', 'press', 'could', 'make', 'dream', 'come', 'true', 'thank']"
best song﻿,0,best song﻿,best song,"['best', 'song']","['best', 'song']","['best', 'song']","['best', 'song']","['best', 'song']","['best', 'song']"
 subscribe to my feed,1, subscribe to my feed,subscribe to my feed,"['subscribe', 'to', 'my', 'feed']","['subscribe', 'to', 'my', 'feed']","['subscribe', 'to', 'my', 'feed']","['subscribe', 'feed']","['subscrib', 'feed']","['subscrib', 'feed']"
"EVERYONE GO AND SHARE youtu  be/ARkglzjQuP0 ON FB,TWITTER,G+ TO VOTE FOR EMINEM TO BECOME ARTIST OF THE YEAR ON FIRST EVER YOUTUBE MUSIC AWARDS !!!  AND GET THIS METHOD TO CHEAT AT INTERNET ROULETTE OUT OF EMINEMS VIDEO ! SHADY ARTIST OF THE YEAR !",1,"everyone go and share youtu  be/arkglzjqup0 on fb,twitter,g+ to vote for eminem to become artist of the year on first ever youtube music awards !!!  and get this method to cheat at internet roulette out of eminems video ! shady artist of the year !",everyone go and share youtu be arkglzjqup0 on fb twitter g to vote for eminem to become artist of the year on first ever youtube music awards and get this method to cheat at internet roulette out of eminems video shady artist of the year,"['everyone', 'go', 'and', 'share', 'youtu', 'be', 'arkglzjqup0', 'on', 'fb', 'twitter', 'g', 'to', 'vote', 'for', 'eminem', 'to', 'become', 'artist', 'of', 'the', 'year', 'on', 'first', 'ever', 'youtube', 'music', 'awards', 'and', 'get', 'this', 'method', 'to', 'cheat', 'at', 'internet', 'roulette', 'out', 'of', 'eminems', 'video', 'shady', 'artist', 'of', 'the', 'year']","['everyone', 'go', 'and', 'share', 'youtu', 'be', 'arkglzjqup0', 'on', 'twitter', 'to', 'vote', 'for', 'eminem', 'to', 'become', 'artist', 'of', 'the', 'year', 'on', 'first', 'ever', 'youtube', 'music', 'awards', 'and', 'get', 'this', 'method', 'to', 'cheat', 'at', 'internet', 'roulette', 'out', 'of', 'eminems', 'video', 'shady', 'artist', 'of', 'the', 'year']","['everyone', 'go', 'and', 'share', 'youtube', 'be', 'arkglzjqup0', 'on', 'twitter', 'to', 'vote', 'for', 'eminem', 'to', 'become', 'artist', 'of', 'the', 'year', 'on', 'first', 'ever', 'youtube', 'music', 'awards', 'and', 'get', 'this', 'method', 'to', 'cheat', 'at', 'internet', 'roulette', 'out', 'of', 'eminems', 'video', 'shady', 'artist', 'of', 'the', 'year']","['everyone', 'go', 'share', 'youtube', 'arkglzjqup0', 'twitter', 'vote', 'eminem', 'become', 'artist', 'year', 'first', 'ever', 'youtube', 'music', 'awards', 'get', 'method', 'cheat', 'internet', 'roulette', 'eminems', 'video', 'shady', 'artist', 'year']","['everyon', 'go', 'share', 'youtub', 'arkglzjqup0', 'twitter', 'vote', 'eminem', 'becom', 'artist', 'year', 'first', 'ever', 'youtub', 'music', 'award', 'get', 'method', 'cheat', 'internet', 'roulett', 'eminem', 'video', 'shadi', 'artist', 'year']","['everyon', 'go', 'share', 'youtub', 'arkglzjqup0', 'twitter', 'vote', 'eminem', 'becom', 'artist', 'year', 'first', 'ever', 'youtub', 'music', 'award', 'get', 'method', 'cheat', 'internet', 'roulett', 'eminem', 'video', 'shadi', 'artist', 'year']"
